INSTANCE;WEIGHT_GR;VALUE_GR;EXECUTION_TIME_GR;WEIGHT_BF;VALUE_BF;EXECUTION_TIME_BF;WEIGHT_BB;VALUE_BB;EXECUTION_TIME_BB;WEIGHT_DP;VALUE_DP;EXECUTION_TIME_DP;WEIGHT_OT;VALUE_OT;EXECUTION_TIME_OT;WEIGHT_IP;VALUE_IP;EXECUTION_TIME_IP;
;problem_500_500_3_5_5.txt;107817;112367;0;93141;96641;11;344;574;11;107865;112415;0;107865;112415;10;107865;112415;0
;problem_500_500_4_1_5.txt;20845;20845;0;21301;21301;11;7286;7286;11;21301;21301;0;21301;21301;0;21301;21301;0
;problem_500_500_4_2_5.txt;40542;40542;0;40613;40613;11;5960;5960;11;40613;40613;0;40613;40613;0;40613;40613;0
;problem_500_500_4_3_5.txt;61844;61844;0;61987;61987;11;5750;5750;11;61987;61987;0;61987;61987;2;61987;61987;0
;problem_500_500_4_4_5.txt;82327;82327;0;82184;82184;11;5888;5888;11;82351;82351;0;82351;82351;3;82351;82351;0
;problem_500_500_4_5_5.txt;107467;107467;0;93141;93141;11;7213;7213;11;107865;107865;0;107865;107865;7;107865;107865;0
;problem_500_1000_1_1_5.txt;42500;114437;0;42670;47610;11;856;17303;11;42822;114892;0;42822;114892;1;42822;114892;0
;problem_500_1000_1_2_5.txt;84688;165118;0;84932;96104;11;815;17833;11;84962;165368;0;84962;165368;4;84962;165368;0
;problem_500_1000_1_3_5.txt;122443;203616;0;122761;126830;11;723;16742;11;122948;203986;0;122948;203986;8;122948;203979;0
;problem_500_1000_1_4_5.txt;165514;229247;0;165129;168862;11;451;15463;11;166103;229545;0;166103;229545;14;166103;229545;0
;problem_500_1000_1_5_5.txt;212119;252043;0;177637;179739;11;1044;15683;11;213025;252270;0;213025;252270;22;213025;252270;0
;problem_500_1000_2_1_5.txt;42032;50684;0;42801;44369;11;1756;3405;11;42822;51549;0;42822;51549;1;42820;51549;0
;problem_500_1000_2_2_5.txt;84688;96886;0;84833;87498;11;1091;2587;11;84960;97172;0;84960;97172;3;84960;97172;0
;problem_500_1000_2_3_5.txt;122856;135773;0;122840;125291;11;1659;3341;11;122948;135861;0;122948;135861;6;122948;135860;0
;problem_500_1000_2_4_5.txt;165504;177471;0;165129;165384;11;1188;2754;11;166134;178071;0;166134;178071;11;166135;178070;0
;problem_500_1000_2_5_5.txt;212694;219252;0;177637;174791;11;2738;4262;11;213029;219550;0;213029;219550;17;213029;219550;0
;problem_500_1000_3_1_5.txt;42379;44409;0;42384;43344;11;675;915;11;42384;44414;0;42384;44414;1;42384;44414;0
;problem_500_1000_3_2_5.txt;84592;87432;0;84778;86528;11;605;845;11;84779;87619;0;84779;87619;5;84776;87616;0
;problem_500_1000_3_3_5.txt;121018;124568;0;121485;124045;11;443;673;11;121487;125037;0;121487;125037;9;121484;125034;0
;problem_500_1000_3_4_5.txt;169604;173664;0;170332;173672;11;574;804;11;170351;174411;0;170351;174411;14;170345;174405;0
;problem_500_1000_3_5_5.txt;218567;223107;0;189141;192641;11;760;990;11;219115;223655;0;219115;223655;20;219115;223655;0
;problem_500_1000_4_1_5.txt;42332;42332;0;42384;42384;11;11786;11786;11;42384;42384;0;42384;42384;0;42384;42384;0
;problem_500_1000_4_2_5.txt;84636;84636;0;84779;84779;11;13460;13460;11;84779;84779;0;84779;84779;0;84779;84779;0
;problem_500_1000_4_3_5.txt;121318;121318;0;121487;121487;11;11250;11250;11;121487;121487;0;121487;121487;2;121487;121487;0
;problem_500_1000_4_4_5.txt;170133;170133;0;170332;170332;11;10388;10388;11;170351;170351;0;170351;170351;7;170351;170351;0
;problem_500_1000_4_5_5.txt;218449;218449;0;189141;189141;11;11713;11713;11;219115;219115;0;219115;219115;14;219115;219115;0
